category_return_rate,user_category_return_rate,in_user_high_return_price_band,has_size_ambiguity,page_dwell_seconds,is_buy_now,product_review_rating,seller_return_rate,is_sale_active,returned
0.4232122092470457,0.4349795946233514,0,0,168.0,1,3.56,0.1053,0,0
0.20312808648996913,0.2616046042939059,1,1,125.6,0,4.87,0.2564,0,0
0.052897264407406976,0.06955999174052868,0,0,40.8,1,4.1,0.2323,0,0
0.15792929255959193,0.1223751469918849,0,0,131.9,0,4.33,0.5,0,0
0.17389174406264576,0.2243036981482246,0,1,53.0,0,3.68,0.3536,0,1
0.4552325047221421,0.5452738059868465,0,1,42.2,0,3.63,0.327,0,1
0.55,0.6995981785083992,0,0,144.8,1,4.24,0.1912,1,0
0.08919630954948145,0.0,1,0,32.7,0,2.93,0.1176,0,0
0.2339890354013085,0.3401747549967028,0,0,181.6,1,4.36,0.1514,0,0
0.5450425599776015,0.381225802894101,0,0,142.0,0,3.62,0.4838,0,0
0.2092531689413234,0.3056848828175756,0,0,247.6,0,3.22,0.1851,0,0
0.3996442644059915,0.33557837268194324,0,0,132.2,0,2.27,0.1556,0,0
0.37341450631946355,0.4525655146963917,1,0,41.9,1,3.49,0.1081,0,0
0.3619444339374875,0.5062080499951185,0,0,219.5,0,4.31,0.36,0,0
0.21604299064489343,0.23397410664567939,1,1,228.8,0,3.58,0.0564,1,1
0.12510978300763198,0.12037540186500326,0,0,184.0,1,3.56,0.0851,0,0
0.26730226900100523,0.25746237851305664,1,0,161.8,1,3.35,0.0695,1,0
0.3925602709342212,0.34550190646792645,0,0,27.6,0,4.76,0.2581,0,0
0.05128730414767465,0.16372842099601612,0,0,178.5,1,3.74,0.1153,0,0
0.55,0.5392220868754077,1,1,33.1,0,3.51,0.2288,0,1
0.05,0.0,0,0,54.7,0,4.59,0.0921,0,0
0.05,0.13841648343810514,1,0,46.3,0,2.42,0.0273,0,0
0.11519921241583758,0.1983632998146997,0,1,25.7,0,3.87,0.2731,0,0
0.19455375389612842,0.19886568606478086,1,1,103.7,0,4.35,0.1149,1,1
0.26448596600444013,0.1856639255258316,0,1,87.8,0,4.32,0.1245,0,0
0.2562274533820433,0.14020616838541744,0,0,260.5,0,4.26,0.1922,0,0
0.2816921886346191,0.2031568377707465,1,0,236.1,0,3.7,0.199,0,0
0.16759708002585516,0.18747851283762695,0,1,103.7,0,4.3,0.0907,1,0
0.55,0.3656459064240073,1,1,169.1,1,3.49,0.1556,0,1
0.20750380004764835,0.24994534558346443,1,1,82.8,1,3.64,0.2223,0,1
0.25345658923641035,0.26071280752940484,0,0,82.4,1,4.69,0.1029,1,0
0.10313299175986462,0.23186028519281224,0,0,99.5,0,4.39,0.2831,1,0
0.24122872836060696,0.3113534069558196,1,0,79.8,1,4.05,0.5,1,0
0.5120450375439776,0.4397392744680956,0,1,106.7,0,3.63,0.1744,1,1
0.5349037096546612,0.36581442970617606,0,0,153.0,1,2.71,0.2771,0,0
0.4259009638056911,0.3437783513376444,0,0,33.9,0,4.94,0.2518,0,0
0.2852554767664321,0.4233790379514646,1,1,64.9,0,4.46,0.062,0,1
0.24787248292333505,0.27730877474459287,1,1,167.5,0,3.15,0.2484,0,1
0.4316679645245102,0.49140179002933715,1,0,57.8,0,4.23,0.2983,0,0
0.1970520448002358,0.13413359913918876,0,0,58.8,1,4.59,0.2007,0,0
0.37517806759442723,0.4236543928287588,0,1,202.8,0,4.55,0.0927,0,1
0.30607302242294726,0.15405668146564777,0,0,49.8,0,4.61,0.0873,0,0
0.30324768504005073,0.3967679509861513,1,0,127.3,0,3.4,0.4796,0,0
0.48446557454412287,0.3689229005890671,1,1,101.5,0,3.8,0.1814,0,1
0.09097264733509326,0.0,0,0,183.1,0,4.73,0.1449,0,0
0.325338840592838,0.5515720011553407,0,0,85.4,0,4.08,0.0418,0,0
0.55,0.5634886485795819,1,1,47.8,0,4.54,0.0594,0,1
0.22808291410575965,0.23880372660613525,1,1,53.4,0,3.45,0.1205,1,1
0.311867577054864,0.1248719923120312,1,0,338.6,0,4.86,0.4248,0,0
0.27347695300348757,0.3357329840137095,0,0,58.7,0,3.48,0.0485,0,0
0.21105905693146867,0.2996610290884635,0,1,55.7,0,4.27,0.0522,0,1
0.06881685718489745,0.04888736095682441,0,0,62.2,0,3.78,0.0866,0,0
0.10784207042494055,0.19683285476602191,0,1,72.5,1,4.76,0.1529,0,0
0.3749653616765385,0.4920162504984976,1,0,64.9,0,4.4,0.191,0,0
0.55,0.602572259491822,0,0,141.4,1,4.3,0.1661,0,0
0.12357063241739781,0.0,0,0,97.6,0,4.24,0.1019,1,0
0.1408222075266004,0.025661222053428134,1,1,56.1,0,4.7,0.1395,0,0
0.33763164232582527,0.5063212267705227,0,0,160.5,0,4.06,0.1364,0,0
0.3193693559984723,0.32760779883606544,0,1,112.8,0,3.79,0.1396,0,1
0.37477326653094034,0.38346131418899776,1,1,260.2,0,3.58,0.125,0,1
0.33338728049763183,0.25022166927986844,0,0,115.9,0,3.75,0.0665,0,0
0.16738465523547452,0.10363722447580896,0,1,81.2,0,3.17,0.129,0,1
0.2863602886983326,0.4056252713454839,1,1,76.5,0,4.48,0.099,0,1
0.35683426641709576,0.506681472159246,0,0,101.1,1,4.41,0.3341,0,0
0.55,0.6297208990931951,1,1,120.7,0,4.49,0.2932,1,1
0.2406864018990516,0.29584357799796857,1,1,89.9,0,3.65,0.0796,1,1
0.2521283849205236,0.3147905622318112,0,0,63.3,1,4.52,0.5,0,0
0.55,0.5429626556699864,0,1,148.6,1,4.82,0.1674,0,1
0.12932092824676783,0.008954920640369166,0,0,127.3,0,2.52,0.2059,0,0
0.46826207346279874,0.32628231790510387,1,1,91.4,0,3.86,0.1386,0,1
0.1830446419482492,0.3145213122610009,0,0,153.7,1,4.77,0.0924,0,0
0.35466815032203375,0.3513757044513425,0,1,84.7,1,3.95,0.4436,0,1
0.31527514788872324,0.3629821046465537,1,1,90.9,1,3.23,0.4775,0,1
0.12758667085044484,0.14866237901482954,0,1,149.2,0,4.65,0.1437,0,0
0.19196946073904333,0.218118542963056,0,0,170.8,0,4.56,0.2542,0,0
0.28413911856577007,0.31863379538683073,1,1,151.8,0,3.84,0.2312,0,1
0.11436165842242954,0.18410186752396918,0,1,48.8,0,4.82,0.289,0,0
0.1495061040879871,0.0727506528983532,1,1,121.6,0,3.7,0.2503,0,1
0.3459052377387791,0.46414601493261315,0,1,93.2,0,4.25,0.3423,1,1
0.261017620339726,0.18724430805720282,0,0,123.2,0,4.58,0.1371,0,0
0.2448553811054104,0.2688016390470924,0,1,387.2,0,4.73,0.0448,0,0
0.2822857856577211,0.16398665476874574,1,0,76.1,0,3.56,0.2044,0,0
0.21734877498512223,0.20068568847406137,0,1,91.6,0,4.22,0.4828,0,0
0.25852184560859987,0.19253875134948206,1,0,57.4,0,3.72,0.0185,0,0
0.24720679593541348,0.2496282669074902,0,1,77.2,0,4.18,0.0172,1,1
0.13592776931001252,0.20946787377932677,1,0,52.4,0,3.69,0.0118,0,0
0.55,0.5576052902907676,0,0,38.2,0,2.59,0.2177,0,0
0.55,0.7460858725946058,1,1,18.8,0,4.02,0.1879,0,1
0.0676713353847233,0.14726328144467576,0,0,51.6,1,3.98,0.2959,0,1
0.3172040452226466,0.294358713432311,0,0,54.5,0,3.65,0.4826,1,0
0.5205721832162397,0.5119616199153918,0,1,85.9,1,4.28,0.2257,1,1
0.32544045492075485,0.3632167109719378,0,0,58.5,0,4.67,0.0116,0,0
0.4526504893754895,0.5230828470915481,0,0,205.6,1,4.16,0.1568,1,0
0.24812650167957614,0.12472129527706256,0,1,107.9,0,4.28,0.1838,0,0
0.0892215885774973,0.1528869926082747,1,1,163.0,0,2.6,0.3145,0,1
0.05,0.0,1,0,197.6,0,4.28,0.2267,0,0
0.32650901432198964,0.38049399587517224,1,0,273.0,0,4.51,0.1003,0,0
0.23386105457965312,0.3438707611268309,0,0,196.1,1,4.02,0.2144,0,0
0.29329167709047915,0.323264861944469,0,1,44.4,0,4.05,0.3114,0,1
0.32584569387566037,0.0932711694151121,0,0,179.0,0,4.17,0.087,1,1
0.12513738089299015,0.0,1,0,116.3,0,3.82,0.0495,0,0
0.24815900109876296,0.3044307071777324,1,1,264.3,0,4.8,0.2861,0,1
0.41876730875098594,0.1733911661049163,0,1,91.9,0,4.65,0.1925,0,0
0.5315500907658868,0.5925377836635357,0,1,224.9,0,3.35,0.1487,0,1
0.28499117214666503,0.3834737908697409,0,1,97.5,0,4.53,0.0264,0,1
0.49469960814466146,0.6082174282741065,0,0,100.7,1,3.86,0.2972,0,0
0.17079762547612207,0.14665010214991875,1,0,153.4,0,3.82,0.2609,0,0
0.09770090633480621,0.1415514574161644,0,1,70.0,1,3.27,0.0391,0,1
0.05164548490209507,0.07253466626320658,0,0,140.1,1,4.14,0.343,1,0
0.32812821320230834,0.18084500399740097,0,0,26.7,1,4.14,0.1823,0,0
0.17186011941872276,0.24636199266528241,0,1,132.5,0,4.9,0.2955,0,0
0.23265379937489988,0.37170147508208673,0,1,32.5,0,4.84,0.2702,1,1
0.12985766029823897,0.1987977218097186,1,1,140.3,1,3.79,0.4705,0,1
0.09779652045736298,0.047516439327259595,0,1,7.4,0,4.07,0.0501,0,0
0.1186157884118352,0.19261075382716955,0,0,21.1,0,3.53,0.3655,0,0
0.4443441547398961,0.5741072998285937,0,0,93.9,1,4.09,0.1013,1,0
0.18035483743455097,0.29697859335571447,0,0,95.2,0,4.23,0.2446,0,0
0.3802816196857207,0.4829687669909303,0,0,73.5,1,4.11,0.3737,0,0
0.06696152756438149,0.0,0,1,160.4,0,4.39,0.1288,1,0
0.2290073404533058,0.26882880641680335,1,0,189.8,0,4.11,0.2227,0,0
0.19194483416753627,0.2565093899134342,0,0,681.8,0,3.61,0.1446,0,0
0.05,0.1538659624704432,1,1,93.2,0,4.93,0.1945,1,0
0.1714927584151397,0.2230551523239113,0,0,205.9,0,4.52,0.1676,0,0
0.09130777425126434,0.24650291139636638,0,0,46.4,0,4.39,0.5,0,0
0.3666980040518771,0.18391353605625227,1,1,58.1,0,3.74,0.069,0,1
0.45657505944828636,0.5124100471763765,0,0,46.7,0,3.84,0.1849,1,0
0.55,0.5978997108528479,1,1,82.4,1,4.26,0.1496,1,1
0.14338743196235013,0.23365913889058487,0,0,107.6,1,4.47,0.0277,0,0
0.0834121088876518,0.23762450324857096,0,1,207.2,0,4.01,0.1068,1,1
0.46855923231056223,0.3797311119521049,1,0,118.7,0,4.37,0.0965,0,0
0.20058075434801959,0.3514347785344656,0,0,262.3,0,2.96,0.2727,0,0
0.24983327452365794,0.33132287838336083,0,0,265.7,0,4.66,0.2946,0,0
0.5047925381144583,0.48607602574762904,1,0,93.0,0,3.04,0.0586,0,0
0.4373517725352685,0.34647233654167203,0,1,82.8,0,3.86,0.3305,0,1
0.23025018512210765,0.2498815951261993,1,0,26.6,0,3.37,0.2459,0,0
0.39645667241251364,0.4250243727930715,0,0,58.3,0,3.76,0.2445,0,0
0.08998771827704447,0.12410645727610986,1,0,47.1,0,4.16,0.2412,0,0
0.08255422393860194,0.019859270462244588,0,0,48.8,0,2.88,0.1815,1,0
0.15067178874971948,0.21160566588549967,0,0,64.1,1,3.8,0.1193,1,0
0.37328195057784236,0.33272797466387305,1,1,137.1,0,3.22,0.3152,0,1
0.4087397258837533,0.5303972783519216,1,1,113.5,0,3.25,0.5,0,1
0.21930425568146444,0.3903249205245713,1,0,198.5,0,4.46,0.0773,0,0
0.05,0.0,0,0,122.5,1,4.58,0.2935,0,0
0.4408177547382989,0.44680675857958535,0,0,56.1,0,4.07,0.0825,0,0
0.27984942792705586,0.3770657946239023,0,0,164.9,1,4.54,0.2295,0,0
0.23838147535877255,0.2659694310073388,0,0,30.1,0,3.52,0.335,0,0
0.05,0.0,0,0,196.7,0,4.19,0.3813,0,0
0.11996605319591136,0.20644586159302702,0,0,48.8,0,4.53,0.0794,0,0
0.55,0.4894227672393363,0,1,14.3,0,3.21,0.3245,0,1
0.3752592566124244,0.3953061707106416,1,0,139.2,0,4.31,0.272,0,0
0.55,0.4505956230342834,0,0,70.3,1,4.31,0.1939,0,0
0.24973099599507306,0.3291906434514152,0,0,230.4,0,4.82,0.2732,0,0
0.34100721809625123,0.2989030281949157,0,0,194.5,1,3.63,0.0752,0,0
0.42420700950603724,0.5142497441807454,0,0,40.9,1,3.12,0.2197,0,0
0.49044889456476093,0.46896074847736946,0,0,304.4,0,4.53,0.3946,0,0
0.3855849727355836,0.33746166404055467,0,0,19.9,1,3.24,0.2072,0,0
0.2769959753949154,0.3182195494222202,0,1,130.6,0,4.7,0.1387,0,0
0.5271899472554669,0.41975255978067155,1,0,281.4,1,3.72,0.1049,0,0
0.38999767338449987,0.569820989642661,0,1,39.9,0,4.59,0.1567,0,1
0.1301806854368723,0.14874258121637696,0,0,487.6,0,3.53,0.2654,1,0
0.05,0.0,0,0,102.5,0,4.62,0.1579,1,0
0.523590292036515,0.4836562307177613,0,0,121.3,0,3.94,0.1654,0,0
0.21124022117803776,0.2129975158399595,0,0,230.4,0,3.64,0.1223,0,0
0.27242490719884205,0.3720076720227657,0,0,125.8,1,4.44,0.0284,1,0
0.21328768586837793,0.12383593977018958,0,0,31.2,1,4.14,0.3807,0,0
0.2028918880490095,0.16601351278193294,0,1,6.9,0,4.77,0.2618,0,0
0.35579761692293205,0.3508465677804069,0,0,41.2,0,4.79,0.2485,0,0
0.2527855261620131,0.4070327030571118,0,0,44.3,0,4.8,0.0932,0,0
0.17932213056999474,0.27923652513862507,1,0,42.2,0,4.35,0.2045,0,0
0.45907708619087056,0.618094221512616,0,0,54.3,0,4.71,0.3697,0,0
0.17899908151436786,0.18210261861162616,0,0,9.2,0,4.08,0.0961,0,0
0.3457081590964997,0.488983632648031,1,1,34.7,0,3.68,0.282,0,1
0.5076989649403627,0.6344266407696465,0,0,139.4,0,4.27,0.0936,0,0
0.55,0.6196761777772128,0,0,207.2,0,4.13,0.2049,1,0
0.15219670600896654,0.22989659087010383,1,0,50.3,0,4.74,0.1378,0,0
0.27425521446529777,0.21479788501867916,0,1,156.4,0,4.48,0.2501,1,0
0.13241609568444507,0.315246497025855,0,1,11.3,0,4.71,0.2071,0,0
0.2838666412794342,0.2593519209532252,0,1,111.7,0,3.88,0.319,0,1
0.16149510616758178,0.21746520306306014,0,1,232.2,1,3.72,0.3133,0,1
0.55,0.6176698240507047,0,1,136.0,0,4.11,0.1199,0,1
0.27073103128665066,0.13359679562277174,1,1,88.1,0,4.08,0.3831,0,1
0.4266393763329152,0.4215296062825207,0,0,11.7,0,3.8,0.0978,0,0
0.07230178517374886,0.09263928170982699,1,0,408.4,0,4.62,0.3201,0,0
0.1735163242259453,0.16217786681965995,0,1,425.3,1,3.51,0.1223,0,1
0.2787074185914578,0.2747839627438261,0,0,157.7,0,2.97,0.1897,0,0
0.298372029950571,0.4476405005751365,0,1,261.3,1,4.17,0.0568,0,1
0.3008503173551267,0.2181364268198761,0,1,90.2,0,3.86,0.1141,1,1
0.22413688370200466,0.09726118658052174,0,0,165.5,1,2.56,0.3038,0,0
0.127441936644179,0.06879280738870597,0,0,176.2,0,4.47,0.2361,1,0
0.2791084479928187,0.3535331397331351,1,1,85.6,1,4.69,0.0558,0,1
0.5065268922175599,0.5906946043780998,1,0,46.5,0,4.38,0.1857,0,0
0.2971845333157523,0.35778530202954406,0,0,181.3,0,4.25,0.1382,0,0
0.2583509088512709,0.3495320594614335,0,0,404.6,0,4.58,0.2178,0,0
0.1793106418996187,0.2049145701558666,1,1,243.1,0,3.48,0.3032,0,1
0.4471054876698191,0.39530409655689364,0,0,118.2,0,4.55,0.2843,1,0
0.3836808314563755,0.2891651716846826,1,0,111.2,0,4.67,0.1516,0,0
0.3094391934856747,0.18322737082334642,0,1,116.4,0,4.25,0.2884,0,0
0.2784128954231005,0.25569576613851425,0,0,14.5,0,4.25,0.0778,0,0
0.05,0.12883436534021836,0,1,82.7,0,4.59,0.4084,0,0
0.19682290219895526,0.22051396521729444,0,1,75.7,0,4.4,0.0625,0,0
0.15455524409312663,0.1568499427472273,1,1,34.3,0,4.41,0.5,0,0
0.12880565605035,0.023268111402379027,0,1,209.2,0,3.21,0.0561,1,1
0.16319623835505662,0.4211230644514914,1,1,112.8,0,3.32,0.0954,1,1
0.2044632848373834,0.12191739619931813,0,0,11.1,0,3.91,0.1743,0,0
0.08336194491462662,0.09542319182582389,1,0,108.6,0,3.04,0.205,0,0
0.06893934297000068,0.1692410832371532,0,0,249.9,0,4.51,0.1389,0,0
0.2639736188054245,0.2682067658378429,0,0,55.9,0,3.66,0.484,0,0
0.09646449456989085,0.015770583012787873,1,0,39.7,0,4.75,0.3417,1,0
0.23965046240041635,0.32051650637738976,0,0,32.1,0,4.3,0.3327,1,0
0.18979570433148493,0.0558401600191461,0,0,97.5,0,3.87,0.3568,0,0
0.288550672923689,0.4627554812816804,0,0,50.4,0,3.69,0.4339,0,0
0.20252838388757333,0.2307518236239085,0,1,27.8,0,4.64,0.0768,0,0
0.2927631179634711,0.2674221507430245,0,0,329.0,1,3.68,0.2783,0,0
0.12562663453799972,0.0,0,1,106.0,1,4.53,0.0305,0,0
0.11950728040207384,0.004309444334182205,1,0,59.2,1,4.71,0.3267,0,0
0.1890917107000363,0.18388239523289907,1,0,343.4,0,4.37,0.2071,0,0
0.55,0.7392747427326323,1,0,112.1,0,4.14,0.1017,1,0
0.1768232864769678,0.20012085512399233,1,0,80.8,1,4.74,0.2557,0,0
0.2333098552562293,0.26801581388264695,0,0,107.2,0,4.44,0.0637,0,0
0.33166697819882224,0.370277658184762,1,0,59.0,1,4.43,0.125,0,0
0.10102323621988776,0.3374274457596711,0,0,80.5,0,4.12,0.4554,0,0
0.19350923075496132,0.1493701911059917,1,1,143.6,1,4.4,0.3003,1,1
0.2241683358777793,0.38071509935300496,0,0,345.5,1,4.36,0.1223,0,0
0.4429747202175065,0.4031168115713755,0,0,58.0,0,4.63,0.0332,0,0
0.27487428359405847,0.2045129897664914,0,1,148.8,0,2.29,0.1667,0,1
0.28252440790373773,0.2745633267429792,0,0,27.7,1,4.72,0.1202,0,0
0.2624837312888546,0.2540293779911116,0,1,134.9,0,3.23,0.1433,0,1
0.5035530176666099,0.5597543623962812,1,0,381.1,1,4.3,0.3202,0,0
0.31924735524136355,0.08684897917895701,0,1,91.7,0,4.71,0.359,0,0
0.533519845836558,0.5483058429534169,0,0,56.7,0,4.77,0.1102,0,0
0.26107955387464993,0.201204834482571,1,1,58.8,0,4.76,0.0497,0,0
0.4461383005847603,0.3737430237670498,1,0,132.6,0,4.8,0.414,0,0
0.43227723276734487,0.3026994882165839,1,1,94.5,1,3.72,0.3612,0,1
0.46272738596037555,0.4262469955733586,0,0,65.1,1,3.96,0.3212,1,0
0.21371872427211372,0.16205801757763466,0,0,151.8,0,4.9,0.3433,0,0
0.38537521106281925,0.34271212884901703,1,0,44.6,0,4.38,0.1781,1,0
0.2768969954544993,0.11303629096110696,0,0,179.8,0,4.21,0.1335,0,0
0.11064193023661147,0.1204569080562865,0,0,70.0,0,4.1,0.1233,1,0
0.2433528448262852,0.16418996900526855,0,1,152.5,0,3.29,0.0208,0,1
0.3106734453102335,0.14716990403300367,1,1,176.2,0,4.55,0.2556,1,1
0.12839463025789546,0.07357842643237834,0,0,19.0,1,3.32,0.126,0,0
0.25155212463035975,0.1741445757428341,1,1,85.1,1,3.72,0.0665,0,1
0.5165550927998779,0.5206688167977789,1,1,26.5,0,4.45,0.242,0,1
0.13938156837341492,0.08323052258156292,1,1,22.5,0,3.28,0.2403,0,1
0.453822235476795,0.30886818190062004,0,1,74.6,0,3.78,0.2999,0,1
0.55,0.46116463068231145,0,1,115.1,0,3.42,0.2818,0,1
0.1435007917845899,0.0,0,1,26.2,1,4.08,0.018,1,1
0.1436067644778679,0.25731956266643885,1,0,111.8,0,3.43,0.2147,0,0
0.47707049433164583,0.606856643859349,0,1,44.7,0,2.77,0.3308,1,1
0.1737119924601446,0.3156034510936387,0,0,95.0,1,4.51,0.1168,0,0
0.09762512018504853,0.03864035885732578,0,0,681.0,0,4.39,0.2906,1,0
0.11096091879197216,0.2406718753100346,0,0,69.8,0,4.52,0.2693,0,0
0.55,0.5906997879150879,0,0,36.2,1,4.16,0.1952,0,0
0.07150255848143938,0.0,0,0,88.7,0,4.7,0.1486,0,0
0.06316773099554346,0.00031584680531705767,0,0,77.3,1,4.65,0.2707,0,0
0.25083604256341463,0.23363797085279495,0,1,68.3,0,3.41,0.2132,0,1
0.5351052237499807,0.5453503908010623,0,1,92.5,0,4.16,0.2356,0,1
0.33332391649607623,0.3696143803778683,0,0,77.6,1,4.93,0.409,0,0
0.33972367344707444,0.339545032753152,0,0,33.4,0,4.71,0.0631,0,0
0.55,0.5151479343805376,0,1,174.1,0,3.11,0.1069,0,1
0.1476476576775542,0.2828567292559683,0,0,257.4,0,4.8,0.2864,0,0
0.31422354901214905,0.30284529308244873,0,1,66.8,0,3.36,0.1281,1,1
0.12597291187566115,0.10887010630750094,0,1,119.2,0,4.17,0.3222,0,0
0.25262675778132204,0.23089966828872463,0,0,17.5,0,4.25,0.1316,0,0
0.255471580301773,0.24415153954035265,0,0,88.7,0,4.25,0.338,0,0
0.3336510540522455,0.19740872165761705,0,1,419.4,0,3.94,0.0163,0,1
0.32943189092447306,0.22912214455473556,0,0,170.7,0,4.48,0.1556,1,0
0.14622375645711758,0.3908224452249667,0,0,101.8,0,4.26,0.1425,0,0
0.10944361603329451,0.0,0,0,86.9,0,4.23,0.1697,1,0
0.12243374616874377,0.14961141213541324,0,1,70.9,0,4.52,0.0907,0,0
0.55,0.5842524547272363,1,1,125.9,1,4.02,0.2934,0,1
0.18193563526669035,0.28320803323882593,0,0,204.9,0,4.19,0.1352,0,0
0.11005919060479662,0.1467372576211436,0,1,60.3,0,3.84,0.0628,0,0
0.4564085427940005,0.6454952076640356,0,1,164.2,0,4.38,0.2835,0,1
0.1761113052109823,0.20007589017123156,0,1,47.1,0,3.47,0.3136,0,1
0.18644175405620447,0.3212272222244279,1,0,63.5,0,2.71,0.2177,0,0
0.20689906962469773,0.3108963109847638,1,0,37.0,0,3.64,0.1789,0,0
0.30595990608795287,0.4601589305745877,0,1,102.3,0,3.37,0.1259,0,1
0.4393342323265035,0.4418179837693584,0,0,96.2,1,3.89,0.0816,1,0
0.15696694698233177,0.19675633098079395,0,1,123.6,0,3.16,0.0956,0,0
0.5050397022085158,0.4681220484345713,0,1,115.2,0,4.01,0.0906,0,1
0.3583059451620932,0.37428130427970363,0,0,160.5,0,4.66,0.189,0,0
0.1967363367398091,0.21823507742562737,0,0,477.2,0,3.91,0.197,0,0
0.45123896872400054,0.24349815817755455,1,0,161.8,0,3.88,0.0693,0,0
0.471458318517816,0.4571439745955437,1,1,18.6,0,4.87,0.112,0,1
0.3261853580478449,0.4151726305439645,0,0,73.8,1,3.87,0.01,0,0
0.55,0.4149810750865376,1,1,87.5,0,2.03,0.2071,1,1
0.49120913004530675,0.39257496490570504,0,1,25.3,0,4.22,0.0622,0,1
0.34416976704628927,0.45973449733041927,0,0,174.9,0,3.67,0.2233,0,0
0.4913346709759323,0.6256474790637799,0,0,376.5,0,3.57,0.224,0,0
0.5114779676323983,0.4494011031607841,0,1,45.0,1,4.85,0.2118,0,1
0.05,0.06739847247829847,0,1,247.3,0,4.17,0.2787,0,0
0.05025859397448935,0.04245334995463064,1,1,212.4,0,4.49,0.043,0,0
0.10647712568589147,0.22417472177577905,1,1,112.1,0,4.41,0.1472,1,1
0.4642340361126317,0.4108993917011996,0,0,175.0,0,3.54,0.2377,0,0
0.19912888177502766,0.16126425898914962,0,0,48.8,0,4.33,0.0797,1,0
0.08450168290260743,0.21857840440558018,0,0,226.0,0,3.28,0.0359,0,0
0.16694922505976686,0.066616166796635,0,1,247.8,0,4.71,0.0635,0,0
0.31391331482267504,0.264117435467802,0,1,131.9,1,4.42,0.0637,0,1
0.3907372404257884,0.4040270767421243,0,0,114.9,1,3.67,0.0872,0,0
0.1638543895012978,0.3162313708722262,0,0,47.7,0,4.63,0.1122,0,0
0.35517532463479096,0.23582909132701402,0,1,191.9,0,3.91,0.1341,0,1
0.3637720979383461,0.29271337344433157,1,0,91.1,0,3.65,0.151,0,0
0.55,0.6092550821662758,0,0,80.7,0,4.04,0.0913,0,0
